timestamp_ms,accel_x,accel_y,accel_z,temperatura,humedad,label
370206,8.646,1.1089,-2.1124,30.3,68.1,2
370217,8.8712,1.5687,-1.9663,30.3,68.1,2
370228,8.8592,-0.3712,-1.6047,30.3,68.1,2
370239,8.6412,0.17,-1.6765,30.3,68.1,2
370250,9.0508,0.8718,-1.8418,30.3,68.1,2
370261,9.0987,1.3484,-1.4514,30.3,68.1,2
370272,9.1873,1.7723,-1.2909,30.3,68.1,2
370283,9.137,2.3663,-1.6693,30.3,68.1,2
370294,9.6926,2.4836,-1.6047,30.3,68.1,2
370305,9.5753,2.043,-2.5076,30.3,68.1,2
370316,9.2424,1.8753,-2.7327,30.3,68.1,2
370327,9.0987,1.6909,-2.7327,30.3,68.1,2
370338,9.1705,1.037,-2.7088,30.3,68.1,2
370349,8.9119,0.1245,-2.8453,30.3,68.1,2
370360,9.1346,1.8394,-2.0909,30.3,68.1,2
370371,8.7155,1.4298,-2.4549,30.3,68.1,2
370382,8.7706,1.037,-2.6441,30.3,68.1,2
370393,9.0292,0.4167,-3.0297,30.3,68.1,2
370404,8.9191,-0.2754,-3.092,30.3,68.1,2
370415,8.9334,-0.3281,-3.5853,30.3,68.1,2
370426,9.3957,-0.3856,-3.8919,30.3,68.1,2
370437,9.719,-0.7377,-3.8943,30.3,68.1,2
370448,9.8771,-1.5232,-3.765,30.3,68.1,2
370459,10.2483,-1.5687,-3.5877,30.3,68.1,2
370470,10.6986,-1.7076,-3.4201,30.3,68.1,2
370481,10.7872,-1.6095,-3.3363,30.3,68.1,2
370492,10.9045,-1.4777,-3.0034,30.3,68.1,2
370503,10.0064,-1.4586,-4.0739,30.3,68.1,2
370514,10.083,-1.5951,-3.7314,30.3,68.1,2
370525,10.4351,-1.6526,-3.6021,30.3,68.1,2
370536,10.7129,-1.4562,-3.4129,30.3,68.1,2
370547,10.8997,-1.3723,-2.9938,30.3,68.1,2
370558,10.9357,-1.4107,-2.7351,30.3,68.1,2
370569,11.0027,-1.3364,-2.2322,30.3,68.1,2
370580,10.9189,-1.0682,-1.7316,30.3,68.1,2
370591,10.7536,-0.9269,-1.2334,30.3,68.1,2
370602,10.7057,-0.661,-0.8239,30.3,68.1,2
370613,10.3225,-0.182,-0.6395,30.3,68.1,2
370624,10.0782,0.2275,-0.4239,30.3,68.1,2
370635,9.6136,0.4,-0.3569,30.3,68.1,2
370646,10.9141,-1.1712,-1.0945,30.3,68.1,2
370657,10.7944,-0.8478,-0.4814,30.3,68.1,2
370668,10.5189,-0.4694,-0.2108,30.3,68.1,2
