mean_x,var_x,mean_y,var_y,mean_z,var_z,temperature,humidity,label
-0.0024290388353077506,-0.6335090918079572,0.20115502608126437,-0.878430468968232,-0.05515386491103534,-0.815374906647996,1.3028599835349135,-2.2062330061382727,0
0.4991880938574845,-0.463123041457898,0.2742799360502015,1.7775946885872058,0.5312278717042406,-0.10596549759584663,0.7965792769207656,0.19678096020702754,2
0.10585695347577574,0.20303047414473654,0.22239917537126777,1.771510990090752,-0.07741887054805197,-0.42368776115653156,1.3028599835349135,-1.1382267988737074,2
0.6249118951163309,-0.09420532039539425,0.44172946145111225,1.4221228021957564,-0.2931966416430915,-0.21175953911006132,1.3028599835349135,-1.405228350689839,2
0.6895158258564791,1.178209060708456,0.7461400469538915,1.2821417990760124,0.23911579236420866,0.4396448157658925,1.3028599835349135,-1.405228350689839,2
0.030310622542500568,0.14206987938614768,-0.5414865079205273,2.078361505912049,-0.06685073418019133,-0.5387577876942315,1.3028599835349135,-1.1382267988737074,2
0.01649693653870384,-0.6333908037801183,-0.10045559832262319,-0.8783869429573278,0.01044249759156134,-0.815319861339898,-0.7222628429216604,-0.07022059160910425,0
-0.08749963489667967,-0.6041857640080573,0.2937611468705322,-0.7464778003438057,0.1429337648725823,-0.7507456856223494,-1.2285435495357904,1.2647871674716307,1
-2.6205164629606505,1.3811351242651382,0.4743364158355593,0.28270981260413963,3.152715029351466,0.7997888980797008,-0.7222628429216604,2.866796478368497,1
0.03412733172985712,-0.627311699791323,-0.16752133321512264,-0.8353482856995385,0.05919776565539305,-0.7948814637425285,-0.2159821363075124,-0.07022059160910425,1
-0.750469023877101,-0.08946476253295316,-0.39528113180961977,1.4057343169667615,-0.5271240382394596,0.3369742394785203,0.7965792769207656,-0.07022059160910425,2
0.013152939039690706,-0.6325284207039639,-0.08762614693828365,-0.8783599671729896,-0.010164369447094002,-0.8143915129330586,-0.7222628429216604,-0.07022059160910425,0
0.006044755874244745,-0.6334703010901684,0.07946782784689478,-0.8785198099437713,-0.01613766391588646,-0.8149199103871252,-0.2159821363075124,-0.5708485012643798,0
-0.0250316606742093,-0.6286670481361297,0.07056424784459914,-0.8722572879166126,-0.012811397932427882,-0.8095635260786199,-0.2159821363075124,-0.33722214342523604,1
-1.6007723041636852,-0.18983492062111423,-1.8744902101277772,-0.18298955605925682,-2.0319147826115294,0.4471087190425256,1.8091406901490437,-1.405228350689839,2
-1.2276101958179326,1.4125699074719535,-1.2178030374792619,-0.8005490617497636,2.9278774286858686,2.770884581457349,-0.7222628429216604,1.5317887192877624,1
-1.694264171413676,0.05348467641972911,-1.9724295901530289,-0.3251562382167999,0.9979639207824176,2.849065559522214,-0.7222628429216604,0.9977856156554988,1
-0.14951240527111123,0.7731468808733244,1.1783118203764666,0.4513566993738383,0.7235519715405464,0.18108039569102233,-1.2285435495357904,0.4637825120231973,1
-1.1370246300592306,0.8576548619169894,-0.7912460008634586,0.4239703407170442,1.327863580348933,1.5314794508325427,-0.7222628429216604,2.533044538598314,1
0.04296879108589563,-0.6336059843936422,0.07097905689628681,-0.8784805979155037,-0.0053597630265452435,-0.8151068788754322,-0.2159821363075124,0.19678096020702754,0
0.2094333367437495,0.09576157501755099,0.6396822667600541,2.01671211901627,-0.13291656965943355,-0.42168978573965954,1.3028599835349135,-1.1382267988737074,2
